gene,log2FoldChange,pvalue,padj
ENSG00000002587.10,-0.741672008702669,2.9830811428874275e-08,8.175611823838854e-08
ENSG00000002726.21,0.0004051475918196115,0.9986411821048518,0.9988545198010953
ENSG00000002745.13,-0.06485028539181807,0.7623319235896471,0.7901925450100282
ENSG00000002746.15,-3.751757373906047,1.7854252763905713e-63,7.19941182156683e-62
ENSG00000002822.15,1.5162788197552908,2.7331656797582145e-32,3.124810709382757e-31
ENSG00000002834.18,0.21465750045014761,0.00010381839447681978,0.00020404186301048555
ENSG00000002919.15,-0.23204459919026468,3.15513040682453e-06,7.249082350528646e-06
ENSG00000002933.9,1.2773439490395841,5.77155726359117e-24,4.348547957770862e-23
ENSG00000003056.8,0.05109978603981185,0.48377316165689876,0.5380573828332771
ENSG00000003096.14,-2.178021946051205,1.287165439178595e-75,7.915323902235098e-74
ENSG00000003137.8,-1.647786190816031,8.102269427379349e-29,7.831539843607351e-28
ENSG00000003147.19,-0.8195534483065183,9.7607110477559e-16,4.5643996684078356e-15
ENSG00000003249.15,0.15319145838362763,0.2237485594138432,0.2746982493185562
ENSG00000003393.15,-0.2301750076775748,2.203858529451537e-06,5.133905806012762e-06
ENSG00000003400.15,0.21348062951566138,0.0003609729916166134,0.0006691193046628583
ENSG00000003402.20,0.39482026029680994,1.6263655931317352e-09,4.935348877067189e-09
ENSG00000003436.16,1.077551135187359,8.123749567396225e-14,3.3507843919110445e-13
ENSG00000003509.16,0.08187104474238248,0.08129614447093973,0.10957515277386391
ENSG00000003756.17,0.2919814591936998,0.0001407299053955718,0.00027292520092585205
ENSG00000003987.14,-0.24681778823686684,0.013477689795175269,0.020574081512637458
ENSG00000003989.18,0.6770017101583422,3.692241124785187e-05,7.615634826338411e-05
ENSG00000004059.11,0.2322774974933444,0.0007073231077360572,0.0012668254469481808
ENSG00000004139.14,0.2701004187991544,6.475669682688987e-05,0.00013018191299657273
ENSG00000004142.12,-0.5856304630670007,9.663547705502389e-24,7.193773346589224e-23
ENSG00000004399.13,1.5947553038030924,1.91885215049539e-68,9.238260644957907e-67
ENSG00000004455.17,-0.276583500607309,2.947254347504151e-08,8.079734019848853e-08
ENSG00000004468.13,1.85149851617189,2.4250283553854517e-30,2.5364314047245565e-29
ENSG00000004478.8,-0.8967245896157753,1.2936332680158033e-44,2.5618109992157522e-43
ENSG00000004487.17,-0.40092105989425103,3.791768795289886e-23,2.724477161685416e-22
ENSG00000004534.15,0.271930014706056,0.006613565787251082,0.010523708868044372
ENSG00000004660.15,1.454831482166531,9.846142030074663e-69,4.7933901200070796e-67
ENSG00000004700.16,0.5083091690343728,3.58096908633925e-09,1.0567531763198143e-08
ENSG00000004766.17,-0.44730738352115307,9.37346104744828e-15,4.112715497499198e-14
ENSG00000004776.13,-0.9481108338898551,6.972627115916862e-06,1.5470183380152903e-05
ENSG00000004777.18,2.1013591712181525,1.087224961848502e-48,2.548063824480951e-47
ENSG00000004779.10,-0.13523201267455934,0.09967441104387668,0.13203558849226749
ENSG00000004799.8,0.6264742080393491,0.0014983711170091117,0.0025824058279980025
ENSG00000004809.14,2.1113291620624226,6.500989062865607e-22,4.3769976116305556e-21
ENSG00000004838.14,-0.06356106259745367,0.6685937757078865,0.7064186733609166
ENSG00000004846.16,2.0511376766676674,2.7949492701526454e-11,9.699308159764729e-11
ENSG00000004848.8,3.557131456731525,1.1015389150162732e-18,6.189808819347748e-18
ENSG00000004864.14,-0.4081097129851586,1.99046540380507e-10,6.482511027525874e-10
ENSG00000004866.22,0.15594224801388942,0.04467430905585167,0.06309564540985667
ENSG00000004897.12,0.16503925244119644,0.0007813971409537587,0.0013928204145208876
ENSG00000004939.15,-3.1911270269141294,2.25920443710732e-15,1.0316961806977033e-14
ENSG00000004948.16,1.1633019493084673,5.738562307241498e-07,1.4098163432283539e-06
ENSG00000004961.15,-0.3245576012006165,7.561024134461239e-05,0.0001509557806690136
ENSG00000004975.12,0.30936039690058764,2.1498701488267902e-10,6.98314209448051e-10
ENSG00000005001.10,-3.223258310143433,1.6462634457865827e-20,1.0267231364009954e-19
ENSG00000005007.13,-0.5171747014388178,1.167227288271179e-32,1.3538706057467933e-31
ENSG00000005020.13,0.06529712130178757,0.3932645522339022,0.45091900500760795
ENSG00000005022.6,-1.128622956077738,6.845785482022443e-21,4.359751498681243e-20
ENSG00000005059.16,1.6352580338700982,3.792656517769222e-49,9.097817617787521e-48
ENSG00000005073.6,-1.431484971673181,5.240598058723278e-19,2.9993501721037023e-18
ENSG00000005075.15,0.630820861838619,2.6057362083943256e-10,8.418747436118891e-10
ENSG00000005100.13,0.10199537970437547,0.019777460448044737,0.029478809711040638
ENSG00000005102.14,0.8288723982655742,3.4068799117336894e-06,7.797571681399458e-06
ENSG00000005108.16,-1.6212532753745645,1.7633361370585378e-23,1.2921960273772708e-22
ENSG00000005156.12,-0.16120639963646208,0.00015706160175431782,0.0003031011147096983
ENSG00000005175.10,-0.31483259169050815,1.5869160525622478e-11,5.6020358571806865e-11
ENSG00000005187.12,-1.4399380155779342,3.571857707856054e-33,4.2584935698640223e-32
ENSG00000005189.20,0.5200090809590955,3.550367513576421e-11,1.224014432316408e-10
ENSG00000005194.15,-0.21990984525523308,9.155071508199948e-05,0.00018106041843316418
ENSG00000005206.17,0.9647054881809521,3.5272109187253587e-26,2.9837102569418965e-25
ENSG00000005238.20,0.45665402074610834,1.3864650802615027e-14,6.022053060553724e-14
ENSG00000005243.10,0.6655109782327173,2.1540653728467066e-09,6.470300201959408e-09
ENSG00000005249.13,-2.2430524841227615,6.188027974802637e-101,9.593245699189177e-99
ENSG00000005302.19,0.5411349113447358,6.452138932609e-33,7.584865360188994e-32
ENSG00000005339.15,0.1806222156997464,0.0001512236924627069,0.00029230600668738696
ENSG00000005379.17,-0.08757007137231314,0.4876866576532095,0.5416805779920552
ENSG00000005381.8,0.45506186896178047,0.018557270474459098,0.027762882098953424
ENSG00000005421.9,-1.5940041431375958,8.255195224110422e-11,2.769693738729413e-10
ENSG00000005436.14,-0.2695326193452798,5.735763450533299e-07,1.4092010069460823e-06
ENSG00000005448.17,1.149804044428723,1.812081353344941e-33,2.1915159088774564e-32
ENSG00000005469.12,-1.263912387632499,1.968233110636e-75,1.1995704698715896e-73
ENSG00000005471.19,2.105152623029566,2.1552223577234023e-36,2.9934407603474007e-35
ENSG00000005483.21,0.24451499085403755,2.0847761842782384e-06,4.8683395891422795e-06
ENSG00000005486.17,-0.496755675643282,3.3802901959292876e-09,9.993792602962203e-09
ENSG00000005513.10,0.8059715547744387,3.562463697975704e-05,7.360632347976198e-05
ENSG00000005700.15,-0.3124002147057863,6.282001753637187e-08,1.6791262805838403e-07
ENSG00000005801.18,0.5744614154462585,1.1736769832042815e-22,8.229482172631426e-22
ENSG00000005810.18,-0.27310639576421286,0.0005354017224959463,0.0009726160073737511
ENSG00000005812.11,-0.34183545326515324,8.50542820794257e-07,2.0584219100398145e-06
ENSG00000005844.19,2.5620304314361255,2.5631691954763964e-85,2.2243850931177768e-83
ENSG00000005882.12,-0.7194221339647876,2.0194152618553276e-17,1.0499030681996703e-16
ENSG00000005884.18,0.5912535729589385,1.6346069804587949e-07,4.2155700022556185e-07
ENSG00000005889.16,0.011914375644522824,0.8463335358056301,0.8650414291037148
ENSG00000005893.16,-0.00231640723650412,0.9740526099463237,0.9777469192395426
ENSG00000005961.19,0.5732556597437446,0.0002818412241556642,0.000528551597320425
ENSG00000005981.13,0.5071456018653748,0.06001201552945563,0.08290744317009495
ENSG00000006007.12,-0.48541154684257504,1.614022923475925e-08,4.5173027650263325e-08
ENSG00000006015.18,0.7768717984915583,9.79592492247952e-13,3.767675531806174e-12
ENSG00000006016.11,-0.3274317651084437,0.1315766143209195,0.17047700030912633
ENSG00000006025.12,0.568225268529908,8.647213703207195e-11,2.895541208153484e-10
ENSG00000006042.12,0.1934092755049322,0.1178805078483145,0.15416603914837038
ENSG00000006047.13,1.3514738549513894,1.3266506367603388e-11,4.707546081730909e-11
ENSG00000006059.4,2.735319697630885,8.115451823252637e-10,2.519361053341289e-09
ENSG00000006062.17,1.3349419232046758,2.2190680258005049e-41,3.789740987805611e-40
ENSG00000006071.15,-0.5022254638758965,0.01566758529224944,0.023690540255671137
ENSG00000006116.4,0.3623122889665627,0.3128967810937482,0.3697337790210881
ENSG00000006118.15,1.1777338094515433,2.121566569104156e-19,1.2433511735547528e-18
ENSG00000006125.18,-0.593621534883866,9.576627475072073e-35,1.229916253527755e-33
ENSG00000006128.12,-2.921319468839858,6.391050487453632e-12,2.3195460455411683e-11
ENSG00000006194.10,0.25872576128878527,5.583622198305815e-11,1.8975442521824755e-10
ENSG00000006210.7,0.9794466423751438,5.903565506999618e-24,4.4445136263917915e-23
ENSG00000006282.21,0.5325952697503726,1.6496261149365787e-12,6.2375632970180654e-12
ENSG00000006283.18,0.5730243048309647,0.004523467915339314,0.007356470906314995
ENSG00000006327.14,0.7342720953016754,2.1061536852257557e-07,5.377528309191696e-07
ENSG00000006377.11,2.596285976535375,1.182306464790799e-53,3.3793084062851096e-52
ENSG00000006432.15,-1.6696446864014551,7.295054898216222e-33,8.550582575095422e-32
ENSG00000006451.8,0.3674455063847825,7.67998611929037e-08,2.037109939415758e-07
ENSG00000006453.14,-0.35652276228930063,0.020444341333866748,0.030411306895340724
ENSG00000006459.11,-0.06650437031163123,0.34652532066352837,0.4042162554134868
ENSG00000006468.14,-0.17067382259083982,0.22509410914773353,0.27610959989278744
ENSG00000006530.18,-0.07547410261650422,0.11855990901561729,0.15496572664349606
ENSG00000006534.16,0.6997617535983169,8.649368430325504e-10,2.6805935517002843e-09
ENSG00000006555.11,0.05203238906048765,0.6617907256985398,0.7006524835649403
ENSG00000006576.16,0.47903826042898195,2.7292516674067644e-14,1.163910548165705e-13
ENSG00000006606.9,0.1886575375997841,0.35450293416792267,0.412337223707179
ENSG00000006607.14,-0.5191981938129413,2.512051831427558e-17,1.299539210936347e-16
ENSG00000006611.17,0.9053979529958143,1.1703108993431455e-08,3.3106515484902587e-08
ENSG00000006625.18,-0.23851250697465087,0.0014787756369578906,0.002550468698931802
ENSG00000006634.8,0.9256713878399319,6.475229598827791e-22,4.360267060756909e-21
ENSG00000006638.13,0.6440728961576083,1.84745609904216e-08,5.147175582675098e-08
ENSG00000006652.15,1.0300394243495479,1.3438214977504864e-22,9.390871630669482e-22
ENSG00000006659.13,2.1917199650707717,8.798202210204505e-05,0.0001743697317767724
ENSG00000006695.12,-0.5945363225658269,1.8203811055250737e-32,2.0977516593474413e-31
ENSG00000006704.11,-0.38603954292310266,3.412608599396993e-08,9.316024751852835e-08
ENSG00000006712.15,-0.04064520299919778,0.3951141207946318,0.45279046080441226
ENSG00000006715.16,-0.35365710564373354,1.2204880744326075e-09,3.7387300625156434e-09
ENSG00000006740.17,-0.14499502797068173,0.28066102648514357,0.33629620082404055
ENSG00000006744.19,-0.24008259539454693,9.280843414367634e-07,2.2370409727375826e-06
ENSG00000006747.15,-2.011567814020763,1.572967879669362e-20,9.821618001522565e-20
ENSG00000006756.16,-0.9634553283563835,5.119835119000307e-43,9.465865748382506e-42
ENSG00000006757.12,-0.7983120398725365,5.173250607971814e-21,3.3193061495349826e-20
ENSG00000006788.14,4.721734766901822,3.0962099528370086e-31,3.371694511950535e-30
ENSG00000006831.10,0.017544579414150746,0.7710572778797373,0.7978039621484933
ENSG00000006837.12,0.7942280953438453,4.1260817772222246e-17,2.1065311889166945e-16
ENSG00000007001.13,-4.3369822536496505,5.6371593793268445e-93,6.634950439982141e-91
ENSG00000007038.11,2.2961233136390553,6.914345491993552e-20,4.1694965565012477e-19
ENSG00000007047.15,0.4104994706445582,1.8915680505395944e-18,1.0471937581538047e-17
ENSG00000007062.12,-1.220349613378197,2.4338732740610473e-05,5.11796081474125e-05
ENSG00000007080.11,0.48874933362437717,5.18042758839599e-10,1.6338350332116762e-09
ENSG00000007129.18,1.855226521492157,5.900995607712734e-53,1.646367464134367e-51
ENSG00000007168.14,-0.3291486469844036,2.2706388131323273e-13,9.094705828117978e-13
ENSG00000007171.18,0.9413411316406874,8.395361179864948e-09,2.402313971448841e-08
ENSG00000007174.18,-0.971671551345093,8.481455347907683e-08,2.240518567255816e-07
ENSG00000007202.15,-0.5571501410511681,3.592630935628082e-18,1.9517055153133095e-17
ENSG00000007216.15,-4.726882107038838,7.633924670821695e-39,1.1766265361359152e-37
ENSG00000007237.19,0.5818225965781348,9.964393593731492e-07,2.3948139209016323e-06
ENSG00000007255.10,-0.353048871997495,0.00011989649589422932,0.00023413320856537285
ENSG00000007264.15,2.253921522274779,2.3993879112189507e-69,1.1948053898028338e-67
ENSG00000007306.15,-2.5262404362770847,1.6252954909864136e-08,4.547523812873848e-08
ENSG00000007312.13,1.0434212453605032,6.810317842186938e-17,3.427475290018589e-16
ENSG00000007314.12,1.6362278579332536,2.6317612174214805e-20,1.6227556874676098e-19
ENSG00000007341.19,-0.18801056399379878,2.46787491040447e-05,5.185589951224482e-05
ENSG00000007350.17,0.1234629476173418,0.47873165996299183,0.5334409862265861
ENSG00000007372.24,3.6576842863756815,7.786627999362385e-33,9.117834946992316e-32
ENSG00000007376.8,0.5810251873995224,2.6466770653354367e-15,1.2035923498939505e-14
ENSG00000007384.15,0.5608594700653419,1.4175208332014618e-11,5.018099171865417e-11
ENSG00000007392.17,1.0403517027842764,4.0304033886512053e-22,2.740170932868966e-21
ENSG00000007402.12,-2.2090205175718034,1.4518166037054992e-98,2.063733607831105e-96
ENSG00000007516.14,-1.1881486974013713,1.5905034021747728e-24,1.2316759614901441e-23
ENSG00000007520.4,0.30975206228989843,1.708154116897668e-06,4.018436125122324e-06
ENSG00000007541.17,-0.4030720389517663,7.128530179320894e-06,1.5804374032035365e-05
ENSG00000007545.16,0.505799559624093,5.612906726064171e-14,2.3399241476405713e-13
ENSG00000007866.22,-0.2666160096289514,0.0002811104497830317,0.0005272430596455249
ENSG00000007908.16,-1.843044235941342,3.1256108923975535e-23,2.255638207131853e-22
ENSG00000007923.16,-1.3442857211348145,4.2484933268846835e-95,5.456295558474099e-93
ENSG00000007933.13,0.345792313572945,0.04933446288195744,0.06918176019136703
ENSG00000007944.15,0.14274434345875922,0.0509739886508673,0.07129304114715329
ENSG00000007952.18,-0.03352271420512425,0.7156057587528901,0.7485289051094711
ENSG00000007968.7,2.368096235624753,3.0987247243058924e-72,1.690415220391408e-70
ENSG00000008018.9,0.23437097766229759,6.2388524086952e-05,0.00012558449692668915
ENSG00000008056.14,1.478593749974197,3.665524587702706e-16,1.7605102250783079e-15
ENSG00000008083.14,0.4106671896439144,1.4155456764745745e-14,6.143906866525144e-14
ENSG00000008086.13,-0.27814675415334006,0.0019591266999624034,0.0033293130453367972
ENSG00000008118.10,-0.9791024715855343,6.201915376791123e-11,2.1003644694931208e-10
ENSG00000008128.23,0.899855244843008,4.3442598644099794e-14,1.826144476524181e-13
ENSG00000008130.15,0.014316713473015226,0.7587166155795471,0.7868537323877514
ENSG00000008196.13,-5.762167539013022,9.387269889854515e-62,3.568950609552307e-60
ENSG00000008197.5,2.59701974295435,1.3191058446681054e-05,2.8479559393807883e-05
ENSG00000008226.20,0.15075283581581891,0.3244989622209923,0.3815985439472313
ENSG00000008256.16,-0.1675466623208382,0.009516965694058382,0.014838586271584844
ENSG00000008277.14,-0.33644894707537715,0.002707380285446668,0.004523379784948284
ENSG00000008282.9,-0.4278123216198304,7.199092343701537e-10,2.244048149613993e-09
ENSG00000008283.16,-0.24998762808670635,0.0002321010213897394,0.0004395733110087007
ENSG00000008294.21,0.11435606898572731,0.0928233140269529,0.12373686651678405
ENSG00000008300.17,1.4934121463661587,4.643598124500316e-22,3.1472400191859523e-21
ENSG00000008311.15,-0.8500756893286173,2.4953392595063454e-18,1.3705197418870896e-17
ENSG00000008323.15,0.641113016276139,1.3095070854222885e-05,2.828251912536939e-05
ENSG00000008324.12,0.05931806210386831,0.40387083091662135,0.46139054383835326
ENSG00000008382.16,0.1375223653051091,0.05561368211363352,0.07725215530857449
ENSG00000008394.13,0.532427598663971,0.00047726535639371526,0.000872930381913044
ENSG00000008405.12,-0.34859126943469737,8.46925647315838e-07,2.049978586681719e-06
ENSG00000008438.5,1.2599163602186636,2.7921526335847614e-09,8.307781351505864e-09
ENSG00000008441.18,0.7569718099396477,4.663198333681579e-20,2.838808653916411e-19
ENSG00000008513.16,-0.4147607150504321,5.4688776690107265e-05,0.00011074147857136994
ENSG00000008516.17,2.0760562091880916,3.0514380964418095e-70,1.5617103693584235e-68
ENSG00000008517.18,1.9708969507164809,6.98869830989897e-49,1.6557200981078153e-47
ENSG00000008710.20,0.7321219028391976,2.9687924549938125e-23,2.145053299608199e-22
ENSG00000008735.14,0.23750645506115894,0.22845859661125723,0.2798281925866956
ENSG00000008838.20,-0.03158326179581555,0.4614599066846974,0.5171667455040179
ENSG00000008853.17,0.005796585396992478,0.9494442992769607,0.9565087530051649
ENSG00000008869.12,0.09760621987252391,0.08159531138665485,0.10995982211343613
ENSG00000008952.17,-0.3360583532664039,1.7638405986894156e-08,4.921944430571315e-08
ENSG00000008988.11,1.0320760945113465,8.504726704692431e-29,8.208954826951163e-28
ENSG00000009307.16,-0.25765373105152917,1.735109034538298e-07,4.4641851436985133e-07
ENSG00000009335.18,-0.25792073982784713,4.192400869928444e-06,9.521299543595136e-06
ENSG00000009413.16,-0.13927123406526953,0.08651654559836403,0.1160173725707256
ENSG00000009694.13,2.4409717593658375,1.07849446849726e-54,3.206964557349022e-53
ENSG00000009709.12,1.3777536262254584,0.0043776272387571966,0.007132124451430967
ENSG00000009724.17,0.7805612377871077,6.378745306099329e-09,1.8446568979377135e-08
ENSG00000009765.15,-4.294723538616526,1.5181802720621717e-72,8.359414684237503e-71
ENSG00000009780.16,-0.12426580951215041,0.018057855052560544,0.027064748402410996
ENSG00000009790.15,1.8215062552709502,9.427722951581979e-43,1.7185146129093725e-41
ENSG00000009830.12,-0.10069957728591822,0.09786361808432792,0.1298523325128561
ENSG00000009844.16,-0.31472486942168754,3.6073807844845756e-09,1.0642195411993417e-08
ENSG00000009950.16,0.851122575426746,4.719679587386224e-06,1.0670734894947596e-05
ENSG00000009954.11,0.24086308847495608,5.283005718518655e-07,1.3029093180597077e-06
ENSG00000010017.13,-0.28815783448013005,2.665719712385489e-09,7.942445397569006e-09
ENSG00000010030.14,2.685226732176647,1.1504049671591895e-91,1.2639678795136194e-89
ENSG00000010072.16,-0.19050985250587754,6.011147832785987e-05,0.00012118935473329402
ENSG00000010165.20,-0.30119377375014944,5.5276235855612187e-11,1.8793135574359448e-10
ENSG00000010219.13,0.3951017455143816,1.0377140385409362e-10,3.452368449355164e-10
ENSG00000010244.19,0.3932919421558863,2.758664947846045e-26,2.3443513511019504e-25
ENSG00000010256.11,-1.0313270578798706,6.769950576555457e-24,5.0839898482413015e-23
ENSG00000010270.14,0.4277242994076391,1.1658108863656197e-12,4.4584867236514965e-12
ENSG00000010278.15,-0.5552283262726391,1.7246750405771674e-05,3.678160143522777e-05
ENSG00000010282.15,4.393447321001721,3.4552821903219483e-20,2.1163769089014526e-19
ENSG00000010292.13,0.2969831997604868,8.552681289454175e-06,1.880600589782488e-05
ENSG00000010295.20,1.767668432182787,3.206906172602622e-78,2.1759721429512182e-76
ENSG00000010310.9,-0.0026749244005424685,0.9889191404580083,0.9903870236970382
ENSG00000010318.21,-0.2172409530676879,0.011111874524541855,0.017158894888261656
ENSG00000010319.7,-1.6256654518027414,6.742740338030622e-28,6.218795401482843e-27
ENSG00000010322.16,-0.5818376810166793,1.0427618772020078e-20,6.573557700419133e-20
ENSG00000010327.10,1.6599240770596573,1.6018932701448623e-52,4.397541272952406e-51
ENSG00000010361.14,0.03168243149759914,0.6429633746567038,0.6839391903795964
ENSG00000010379.16,1.0361540460146528,1.7302416389461763e-07,4.452618612520958e-07
ENSG00000010404.18,0.36212160835621243,3.8808356205098985e-05,7.989151249029057e-05
ENSG00000010438.17,-1.7172002623007714,1.054920765024644e-07,2.7625279794315063e-07
ENSG00000010539.12,0.2703986188298655,9.414801224564518e-15,4.130475665001728e-14
ENSG00000010610.10,1.7798354727107497,6.003592608577899e-63,2.3650995092213457e-61
ENSG00000010626.15,0.6688965434537606,1.9755379449967673e-19,1.1601835198862957e-18
ENSG00000010671.16,2.183364876126051,8.013937253573635e-82,6.083988117197962e-80
ENSG00000010704.18,0.6770414939224856,5.8843828702732e-28,5.452330309817551e-27
ENSG00000010803.16,0.5242175135309469,3.1047392045348638e-24,2.3717019112428338e-23
ENSG00000010810.17,0.8934168760582415,6.598894882056686e-26,5.511043591876629e-25
ENSG00000010818.10,-0.09600151745834036,0.15238747249146753,0.19473855525346156
ENSG00000010932.17,-0.938321007691076,3.533591610999835e-06,8.077937128768126e-06
ENSG00000011007.12,-0.27862734457447386,8.342489454085144e-14,3.4377515252343634e-13
ENSG00000011009.11,-0.41950646034607664,1.282793530705996e-10,4.2394578333866875e-10
ENSG00000011021.23,0.24304398874289695,0.00031797555571608216,0.000592950329752937
ENSG00000011028.14,-0.10335727880310626,0.4694825401907011,0.5246712164266566
ENSG00000011052.21,,,
ENSG00000011083.9,1.9778810042424082,8.747984477742112e-16,4.101227719923254e-15
ENSG00000011105.14,0.27914277474885196,6.121953237874749e-05,0.00012334541045893
ENSG00000011114.15,-0.22544230457806982,0.0001778744887978768,0.00034127280965129327
ENSG00000011132.12,0.7623534777451304,9.764922727260028e-40,1.5639547252646753e-38
ENSG00000011143.19,0.13419353432524234,0.012791522230140366,0.019590929116716033
ENSG00000011198.10,-0.9126034237031013,5.116474991658794e-53,1.4308208873346343e-51
ENSG00000011201.12,0.9978059957193457,3.4467407080958615e-16,1.6589236097721705e-15
ENSG00000011243.18,0.42957010787380595,5.814602655813792e-09,1.688547075800824e-08
ENSG00000011258.16,0.18191841634866504,0.0022409170442503025,0.003781313793517712
ENSG00000011260.14,-0.06800689829632695,0.16405067913009952,0.2080668184550778
ENSG00000011275.19,0.05507833920179646,0.15846554466118778,0.201693372252027
ENSG00000011295.16,-0.6143039790521481,9.799920614557022e-44,1.874073441595767e-42
ENSG00000011304.22,0.2850739408201481,3.468045413710867e-14,1.4687759481779276e-13
ENSG00000011332.19,1.152404372762251,3.706222029161631e-11,1.2760015817518957e-10
ENSG00000011347.10,-3.316019985650983,9.487644243350434e-42,1.6503126718716748e-40
ENSG00000011376.12,-1.3810046627864192,1.2494025949614956e-49,3.059886600666436e-48
ENSG00000011405.13,-0.5493992177002072,1.3652971940651715e-13,5.55158278452576e-13
ENSG00000011422.12,1.5442560113068173,1.0735508765099682e-26,9.340243586693339e-26
ENSG00000011426.11,2.310416546710295,4.395313497760743e-48,1.0035895986498123e-46
ENSG00000011451.21,0.1376690367941915,0.005419044734410504,0.008723207061971194
ENSG00000011454.18,-0.21465224177552997,2.5468455885358605e-05,5.344727343637879e-05
ENSG00000011465.18,-2.5458003360118258,1.155477588962365e-25,9.538514289445656e-25
ENSG00000011478.13,0.8874264103780748,8.210364949211349e-26,6.8199986566155785e-25
ENSG00000011485.15,-0.1776590963510955,2.120158481784671e-05,4.487234775621317e-05
ENSG00000011523.14,-0.07531251595358762,0.28120432333671586,0.33688820850102624
ENSG00000011566.15,-0.8990162544838832,3.174937939120625e-39,4.96871045526411e-38
ENSG00000011590.14,1.8434826470335672,9.586203946091292e-37,1.3538252176696852e-35
ENSG00000011600.12,2.651973066330907,5.1375227712587166e-104,9.081471986508396e-102
ENSG00000011638.11,0.7948383698511232,2.281442307434485e-23,1.661703091004129e-22
ENSG00000011677.13,-0.6517155577664168,0.017701185464538464,0.026560926812631187
ENSG00000012048.23,0.7578161276683982,3.923954710452028e-20,2.396393758917567e-19
ENSG00000012061.16,0.4653286984517916,7.26038858495463e-19,4.125271673273237e-18
ENSG00000012124.17,1.2831704147545666,3.2290675573000986e-16,1.5571295778629346e-15
ENSG00000012171.20,-1.3333340627167918,2.3934189582761487e-15,1.0905958506350294e-14
ENSG00000012174.12,0.061580365111157546,0.39572147285991477,0.45337801195545196
ENSG00000012211.13,0.5722125146432324,2.6406930406547173e-17,1.3641729690447921e-16
ENSG00000012223.13,-0.752980722599975,0.019682807794805284,0.029348685672560534
ENSG00000012232.9,-0.1368511206897658,0.02787701110614776,0.04069790448995527
ENSG00000012504.15,0.8058351370413318,3.2489644581472763e-10,1.041338106537449e-09
ENSG00000012660.14,0.7184774314105047,3.2622805480428733e-26,2.7635064080184937e-25
ENSG00000012779.11,2.0831871846355616,1.3444405189495673e-43,2.5536906669214937e-42
ENSG00000012817.16,-0.19881684316100845,0.5580439436637263,0.6065100525743522
ENSG00000012822.16,-0.15470160044830553,0.002155860421850178,0.0036451481592655274
ENSG00000012963.15,0.17181626482079415,0.0004999630674848921,0.0009116604158500351
ENSG00000012983.11,0.13690112509392036,0.022623887089657145,0.03346739607642701
ENSG00000013016.16,-1.284623677216624,1.1624621953732761e-33,1.4169615523450743e-32
ENSG00000013275.8,-0.09454467557713124,0.09267625869230103,0.12356146664057858
ENSG00000013288.9,-0.1236421014287474,0.02564076406224745,0.03763735748852158
ENSG00000013293.6,-2.98858717711138,1.1165390482013524e-22,7.834581304385174e-22
ENSG00000013297.12,-2.48090689831307,2.47612456474839e-44,4.851381233116846e-43
ENSG00000013306.16,-0.5155482124088017,2.0373125927607048e-07,5.210647220694544e-07
ENSG00000013364.19,0.7714521311943825,9.314272060683861e-26,7.723574325688068e-25
ENSG00000013374.16,0.16616820097900076,0.0005245680721006535,0.0009540932844524909
ENSG00000013375.16,0.6207333153815803,5.8166929370338685e-30,5.951363914046785e-29
ENSG00000013392.8,-0.027322264418608536,0.630641585395476,0.6724148528041507
